val_miou,val_oa,val_loss,tra_miou,tra_oa,tra_loss
0.28300247,0.55459386,1.5770402,0.14698866,0.29092148,1.6524134
0.26858103,0.46072456,1.8174374,0.19447932,0.34586486,1.6061436
0.2229528,0.4459017,1.9945738,0.27938953,0.4419326,1.6047691
0.2575931,0.47356588,1.8786917,0.3056848,0.470565,1.582071
0.22808659,0.44909427,1.975891,0.3304233,0.49792543,1.5669996
0.28624004,0.49909246,1.8120979,0.39148086,0.5627404,1.5613955
0.25711378,0.46350098,1.8179358,0.3771416,0.54775745,1.5741386
0.2324559,0.4398859,1.8753953,0.3792283,0.5499154,1.5687293
0.28234184,0.4892821,1.7961934,0.38997513,0.5612417,1.5520267
0.34112263,0.52004933,1.6492791,0.38988525,0.5610382,1.5561204
0.22339943,0.44592112,1.9756714,0.39263007,0.56398875,1.5452075
0.25036094,0.46546936,1.8352833,0.39477766,0.56620485,1.56683
0.61118263,0.771131,1.383604,0.42160186,0.5939468,1.5453321
0.58176535,0.7472101,1.3972511,0.37906745,0.54974926,1.5388082
0.60162294,0.7684486,1.3801148,0.43296114,0.6060042,1.5329629
0.5803053,0.7366312,1.4357195,0.4579829,0.6303691,1.547973
0.7222438,0.8430044,1.4117196,0.41906643,0.5911975,1.5186143
0.8346578,0.91054016,1.4199317,0.41912365,0.59099346,1.533028
0.83838135,0.91237086,1.4187605,0.41078106,0.5828504,1.5601474
0.8526291,0.92103475,1.3967507,0.41115117,0.58299726,1.5386666
0.7994447,0.8904346,1.3771708,0.4233606,0.5954277,1.5327328
0.73160255,0.8507406,1.3686204,0.43163294,0.60400146,1.5227828
0.76014364,0.8682268,1.3672436,0.38733256,0.558385,1.5279593
0.49333525,0.6975132,1.4828076,0.44662708,0.6189776,1.5348164
0.7432561,0.8581328,1.3686161,0.45744416,0.62962586,1.5184461
0.7207782,0.8441786,1.3663931,0.47894317,0.65045816,1.5135946
0.6917903,0.8273926,1.3614122,0.46157682,0.63371617,1.5152297
0.67022204,0.81151545,1.3697646,0.45110214,0.6232887,1.5207267
0.74308634,0.8572277,1.3742272,0.44526985,0.6172882,1.4960235
0.7763175,0.875618,1.390296,0.4334581,0.6055995,1.5134538
0.8686429,0.93026143,1.3851614,0.420654,0.59265006,1.5192224
0.8345325,0.91131073,1.3622116,0.47204888,0.64370275,1.4985472
0.7564376,0.8645817,1.3695571,0.5066076,0.6771842,1.5154063
0.7938063,0.8860956,1.3894885,0.45766163,0.629738,1.5172119
0.63346195,0.78910065,1.4072804,0.45332676,0.62548155,1.5011908
0.7183416,0.8415243,1.3746017,0.48878086,0.65979904,1.4959108
0.7452283,0.856858,1.3845599,0.46037188,0.6323084,1.4966899
0.6200562,0.7827596,1.3777747,0.46381915,0.6359332,1.5294169
0.6194267,0.78302,1.3686942,0.46569714,0.63754416,1.4988579
0.73488927,0.854015,1.3612962,0.4713126,0.6433581,1.5228648
0.7381692,0.8563406,1.3566015,0.45117992,0.62345195,1.5336293
0.76555264,0.87251765,1.3575672,0.4887137,0.6599494,1.5050327
0.7780603,0.8781936,1.3676994,0.47146696,0.6436333,1.5345317
0.77933484,0.88067245,1.355802,0.43877763,0.6119179,1.551334
0.75563276,0.8666413,1.3573803,0.44353557,0.61542946,1.517094
0.6908252,0.8272497,1.3716676,0.44340482,0.61594236,1.5453817
0.54417753,0.733695,1.4209144,0.459131,0.63119197,1.5118994
0.6526953,0.802655,1.3598027,0.4603071,0.63267934,1.5129629
0.6520803,0.8019274,1.3591856,0.4471076,0.61991185,1.5401129
0.66386425,0.8097718,1.3588617,0.4515947,0.6235143,1.515848
0.734012,0.85248876,1.3601468,0.4735648,0.64513797,1.5026323
0.7085703,0.8374481,1.3590777,0.47362816,0.6453341,1.5101491
0.72703326,0.8487192,1.3580849,0.49779773,0.6687056,1.5023152
0.74195147,0.85743994,1.3599195,0.5074023,0.6772323,1.529884
0.69885653,0.8323489,1.3581612,0.5073399,0.67713326,1.5047137
0.6884599,0.8250784,1.3589358,0.5321022,0.70131505,1.4910306
0.71533746,0.84109116,1.3607032,0.45609993,0.6282596,1.5249624
0.7674716,0.8727129,1.3603379,0.4585718,0.63030124,1.5084912
0.8046246,0.8945132,1.3586082,0.47218367,0.6437844,1.516089
0.816201,0.9013571,1.3547745,0.45408183,0.62608117,1.4956218
0.7955813,0.88944244,1.3552909,0.47946385,0.65080863,1.496607
0.78673565,0.88456243,1.352461,0.4752871,0.64657944,1.5018457
0.7639991,0.8714468,1.358588,0.48603582,0.6566896,1.5017465
0.7830695,0.8825753,1.3540533,0.499304,0.6695419,1.5033878
0.77238894,0.87615305,1.3536103,0.49513587,0.66645384,1.4962691
0.7722727,0.87629944,1.3528527,0.4920056,0.6626179,1.4983913
0.78853476,0.8859142,1.35127,0.49385947,0.6643001,1.4896806
0.79634905,0.890015,1.3519404,0.50330096,0.6734335,1.5079116
0.7320054,0.852426,1.3533506,0.50205326,0.67281204,1.5022105
0.75218296,0.8644527,1.3527172,0.5069947,0.6764815,1.521987
0.7556398,0.8668053,1.3558595,0.51933056,0.68860924,1.5142854
0.7636602,0.87146306,1.3518349,0.5198666,0.68970245,1.4945687
0.70422435,0.83560354,1.3567863,0.53260547,0.7006174,1.4993187
0.7278758,0.8491981,1.3579572,0.5319065,0.69967735,1.5103258
0.7024394,0.8345632,1.3549969,0.55018693,0.71610904,1.4905348
0.70138335,0.83430654,1.3578498,0.5489961,0.7165484,1.515406
0.7021872,0.83499837,1.3841767,0.5377882,0.7058858,1.4976774
0.8152575,0.90128636,1.3416133,0.5380395,0.70647776,1.5033919
0.86357826,0.92838186,1.3276535,0.5211438,0.6916098,1.5143943
0.8009874,0.8929863,1.346929,0.5317472,0.6988799,1.5018134
0.8282547,0.90875906,1.3436921,0.53012574,0.6988043,1.5043627
0.84803236,0.9199406,1.336807,0.55839074,0.7259342,1.5035905
0.79729354,0.8912766,1.3458393,0.5848863,0.74713945,1.5083209
0.6664729,0.8125163,1.3525226,0.5480424,0.71528506,1.4775969
0.6950362,0.8304069,1.3526218,0.5552917,0.72159183,1.5007097
0.80623066,0.89625305,1.3459733,0.58395886,0.74704945,1.4798222
0.77147776,0.8762079,1.3484814,0.5692431,0.73561054,1.503717
0.72208,0.84701955,1.3546536,0.59593225,0.75765806,1.4822226
0.673136,0.81711507,1.354499,0.60145336,0.7643327,1.4927669
0.6666126,0.81249374,1.3520426,0.58840775,0.7500213,1.494566
0.6703827,0.815198,1.352212,0.58700275,0.74824727,1.4976951
0.7071188,0.8378719,1.3535707,0.6021992,0.7610661,1.4731742
0.7151146,0.84254974,1.3526411,0.6190846,0.77609724,1.4712934
0.71528375,0.8417934,1.3544219,0.5960278,0.7589783,1.4997154
0.7014067,0.8338633,1.3524437,0.5460583,0.71614546,1.4797977
0.71567607,0.8426517,1.3524265,0.56508446,0.72861785,1.4987932
0.699864,0.8332419,1.3536546,0.57787585,0.74010926,1.4612187
0.7140262,0.84195364,1.3546028,0.5900128,0.7522686,1.4920325
0.71355426,0.841688,1.3546679,0.61722535,0.7736741,1.4756347
0.76721084,0.8735702,1.3505998,0.6227248,0.7796931,1.5050329
